Row.names,p1p1x.x,p2p2x.x,h_cgvc.x,ang_NHs.x,ang_CHs.x,dist_NC.x,dist_NH.x,dist_CH.x,h_scvc.x,h_norm.x,h_sc_x.x,n_psi.x,r_curv.x,r3r3x.x,dfg,V16,V17,source,V19,p1p1x.y,p2p2x.y,h_cgvc.y,ang_NHs.y,ang_CHs.y,dist_NC.y,dist_NH.y,dist_CH.y,h_scvc.y,h_norm.y,h_sc_x.y,n_psi.y,r_curv.y,r3r3x.y
3P78_A,-0.851512157818928,-0.867916588285055,0.0936829771230738,-0.189231978520618,0.0441907047039179,0.0866695647620909,-0.110429587760596,0.0656163298233391,0.0814100420894968,0.12495224317061,0.0175786320366678,-0.00614694612889238,-0.0283871511536334,-0.780911168599235,do,ci,0.9195,test,ci-do,-0.697900498,-0.767344128,0.991788883,26.13526467,38.93934127,12.33011341,7.602278233,9.763427734,0.987039058,0.945930504,0.998840793,93.73578168,0.014885635,-0.592516484
3P79_A,-0.878402598859104,-0.889399779379211,0.0979916646386631,-0.159851577588621,-0.0129913520996086,0.0765612351957607,-0.117906834036147,0.124814802973976,0.0836590491047462,0.123738944225402,0.0183122940027957,0.0605348093917289,-0.0327260234805367,-0.81876771116752,do,ci,0.997,test,ci-do,-0.743606301,-0.804999164,0.999566787,29.63605375,32.01055847,12.13296795,7.49956274,10.2767086,0.991041208,0.943881666,0.999100837,95.29373377,0.013900186,-0.659343028
3P7A_A,-0.930341258338968,-0.950531679047887,0.0960139570908096,-0.183147283962806,0.0340496300847676,0.065818402733022,-0.145936701278837,0.0851659467288241,0.0828688753268155,0.124532275299717,0.019358457190556,0.0338543784533104,-0.029656342493777,-0.83232756212769,do,ci,0.9355,test,ci-do,-0.831886673,-0.912149162,0.995996693,26.8602797,37.71054141,11.92344761,7.114514351,9.932932854,0.989635079,0.945221325,0.999471646,94.67037236,0.014597375,-0.683279656
3P7B_A,-0.901081626032517,-0.912557822526063,0.0971075363086039,-0.187963184869222,0.00378243684559276,0.0618953996640458,-0.155672325117587,0.0892023812594221,0.0839202236597835,0.128122331748192,0.0191391829843854,0.0349007770579403,-0.0326282430001305,-0.82421020510586,do,ci,0.997,test,ci-do,-0.782153945,-0.845589826,0.997970787,26.28644637,34.04304815,11.84693623,6.980775356,9.967930794,0.991505973,0.951283676,0.999393925,94.69482041,0.013922394,-0.668950431
3P7C_A,-0.909206833793207,-0.92116923976258,0.0959408874297069,-0.210311978227127,0.0120622474835452,0.0431472016160609,-0.164857247879782,0.0903879697370477,0.0850977443124063,0.129190179053482,0.0164756337736602,0.0685345026593152,-0.0325841299492843,-0.840446210179331,do,ci,0.979,test,ci-do,-0.795964397,-0.860683637,0.99586479,23.62350069,35.04631758,11.4812851,6.854601383,9.978210449,0.993601393,0.953086897,0.998449839,95.48063855,0.013932413,-0.69761116
3P86_A,-0.666552309549696,-0.673273580866975,-0.0606688508283219,0.141160683978015,0.261600042982212,0.0743454629403761,0.140936019036354,0.111184549375035,-0.0166667815748482,-0.17153321095315,-0.0138176701093766,-0.0718741580617625,0.0149730102468663,-0.403391523515965,other,ot,0.742,test,omega,-0.383523416,-0.426180219,0.713157932,65.50283585,65.28295617,12.08975315,11.05530643,10.15852737,0.812509518,0.445270162,0.98771248,92.20013154,0.024733638,0.073902884
3P9J_A,-0.2950866013151,-0.4833774002215,-0.09656516290253,0.259410411643245,0.0796599472123653,0.0686274565878355,0.265219785268788,0.0607860932934974,-0.0302142763223649,-0.145825553118927,-0.013506272015787,-0.195332413314238,-0.0632024706291207,0.0360716548873856,other,ot,0.705,test,omega,0.247858511,-0.093336393,0.648359065,79.59275097,43.23716984,11.97823334,12.76260185,9.721547127,0.788401498,0.488681414,0.987822854,89.31565369,0.006978345,0.849668536
3PA3_A,0.137782455835851,0.137013661259117,0.0865731505797396,-0.115311274364749,-0.107547247281947,-0.0378211930920148,-0.122375339953799,-0.086997808493109,0.0856836246464752,0.10820251004828,0.0174282567817319,-0.0282654698377639,0.0142571627312696,0.117225335089136,di,ci,1,test,ci-di,0.983607985,0.994064806,0.978954453,34.94320417,20.55316612,9.902136803,7.438178539,8.440185547,0.994643978,0.917646057,0.998787493,93.21900464,0.024571054,0.992925675
3PA4_A,0.146150381672421,0.137075660360013,0.0845282769770576,-0.11785036073735,-0.113348897972426,-0.0452277515935742,-0.130020590771607,-0.0859084617754435,0.0850108387903972,0.106790069256526,0.0167084953574627,-0.0528410118839541,0.0193196537619864,0.11732066679245,di,ci,0.9995,test,ci-di,0.997830986,0.994173476,0.975263113,34.64066215,19.85017676,9.757684708,7.333155155,8.449630737,0.993446743,0.915260938,0.998532376,92.64482184,0.025720852,0.99309396
3PA5_A,0.138807328703168,0.136431190917044,0.0868377071476958,-0.102192178618652,-0.111838673089638,-0.0441251954444423,-0.142593409643123,-0.0999780176355965,0.0861974062713343,0.101488413032208,0.0145707714542279,0.0242021500439435,0.0148971520022284,0.117316361471446,di,ci,1,test,ci-di,0.985349966,0.993043871,0.979432022,36.50639547,20.03317158,9.779188156,7.160441399,8.327640533,0.995558262,0.906308293,0.997774667,94.44485776,0.024716409,0.99308636
3PE1_A,0.112986652451859,0.13333874742247,0.0968932332403906,-0.150895151372497,-0.104831735158868,-0.0498680422494335,-0.117205137132781,-0.0662705224840257,0.0848693392925156,0.122377816002189,0.0169692793408543,0.249530307767343,0.014644947224754,0.114222918085242,di,ci,0.9935,test,ci-di,0.941462447,0.987623537,0.997583934,30.70324678,20.88220629,9.667183876,7.509202003,8.619901657,0.993194942,0.941583196,0.99862481,99.70942333,0.024659128,0.987625636
3PE2_A,0.120467019291425,0.132413806073743,0.0958131425192809,-0.155336300604794,-0.100402029989506,-0.0471380079212149,-0.118960750461819,-0.0820990477240691,0.0846431725183034,0.132209896086481,0.0185657679995918,0.207486849404183,0.0133972862587633,0.113273852556594,di,ci,0.996,test,ci-di,0.95417686,0.98600233,0.995634189,30.17406657,21.41895622,9.720428467,7.485085011,8.482660294,0.992792474,0.958186144,0.99919068,98.72712025,0.024375758,0.985950291
3PFQ_A,0.135216356221855,0.127902227863455,0.0960270783086201,-0.139029211936961,-0.123635403524393,-0.0450522560299691,-0.0981940971044832,-0.104260831025559,0.0850823817313478,0.144818080938242,0.0175186088931639,0.141632440465204,-0.0310248949696072,0.109248124196846,di,ci,0.997,test,ci-di,0.979246374,0.978094583,0.996020379,32.11711963,18.60375495,9.761107445,7.770358086,8.290506363,0.993574055,0.979476963,0.998819518,97.18849828,0.014286548,0.978843844
3PG3_A,-0.893222996377829,-0.920606228363492,0.0937219884546899,-0.0773943136576289,-0.0336196763016754,0.16982493055225,-0.0173550720055846,0.0791206440962184,0.0885222270452988,0.103202748720372,0.0166186172243202,-0.11383412256435,-0.0323387849515503,-0.8122600235973,do,ci,0.9415,test,ci-do,-0.768796597,-0.859696809,0.991859305,39.46115756,29.51101253,13.95191479,8.880849838,9.880517006,0.999695324,0.909203207,0.998500519,91.21977921,0.013988136,-0.647855284
3PIX_A,0.141307326237902,0.124147072915678,0.0205657736259957,0.131932270252106,0.142406303356048,0.136418671567066,0.216041228027491,0.176009261617729,0.0143888232655372,-0.0610662249148067,-0.0493319492391089,-0.101360614884763,-0.0278853745565054,0.114509972530747,di,co,0.6305,test,co-di,0.989599223,0.97151267,0.859800061,64.40323445,50.840182,13.30038357,12.08703232,10.72059059,0.867773547,0.631810305,0.975124564,91.51121016,0.014999599,0.988132361
3PIY_A,-0.550860920389833,0.0462938696806326,-0.0155195485770185,0.183308232181997,0.293442248614588,0.188675619116477,0.116448098601373,-0.0147788693916234,0.00492968795635454,-0.198729614292182,-0.0324831185335472,0.0198533356677263,-0.0127418824270162,-0.585340586548271,other,ot,1,training,omega,-0.186882244,0.835054117,0.794659999,70.5248802,69.14129459,14.31956482,10.71891403,9.066360474,0.850940839,0.399344939,0.981096575,94.34325209,0.018439004,-0.247284056
3PIZ_A,0.0970157378711914,0.0804255534312985,0.064057734113324,-0.0320013228761546,-0.0982376081708258,0.0587590703998867,-0.121294348332019,-0.147203630748687,0.0748361583100692,0.029404820657856,0.0148054132779153,-0.104929758176636,-0.0137193085782818,0.080486691779167,di,ci,0.989,test,ci-di,0.914316612,0.894879018,0.938310348,44.86990902,21.68122046,11.78576756,7.453028202,7.918170452,0.975340709,0.784584291,0.997857835,91.42782072,0.01821701,0.928072511
3PJ1_A,0.100207841014018,0.0811006818204714,0.0622660785205406,-0.0246229051410726,-0.106326097032233,0.0629864157984149,-0.112378128768701,-0.103320741528109,0.0732559450601873,0.0138465791276601,0.0161020062804813,-0.123532570384311,-0.0183939138479057,0.0851112891576153,di,ci,0.989,test,ci-di,0.919742244,0.896062361,0.935076109,45.7490762,20.7011336,11.86821461,7.575510979,8.298657417,0.97252869,0.758311857,0.998317408,90.99318474,0.017155309,0.936236116
3PJ2_A,0.0470267832056751,0.00357778425823884,-0.0214848239100559,0.176408263951899,0.135009120851997,0.0872322848165671,0.143009140859371,0.0397546832537403,0.0237898805106711,-0.0707265074710375,-0.0213787946658061,-0.11309169682537,-0.0134390614791347,0.0522700779074286,di,co,0.576,test,co-di,0.829350162,0.760182757,0.783891676,69.70272214,49.94386113,12.34108829,11.08378506,9.539194107,0.884502904,0.615497463,0.985032465,91.23712524,0.01828066,0.878262923
3PJ8_A,-0.0418963326219406,0.00420723117129485,-0.429944562406783,0.473891417591848,0.395869503956666,-0.000671435980822337,0.490264590397251,0.436158447103424,-0.452857127184043,-0.476530315114227,-0.066548891797636,0.0808205192734169,0.0662676120548568,0.00431382441787405,di,co,0.991,test,co-di,0.678207144,0.761286031,0.046553305,105.1489973,81.55246419,10.62667847,15.85405922,12.97621632,0.036300649,-0.069763383,0.969022077,95.76768896,0.036383719,0.793607789
3PJC_A,0.143800266663493,0.131991093385435,0.0742484747821106,-0.0414227407068726,-0.115316344992031,-0.0327494247461553,-0.126290229035903,0.0526641684013923,0.0807311652605572,0.061666010025324,0.0102187112641228,0.186073919117636,0.0408125544967612,0.119813066972847,di,ci,0.9855,test,ci-di,0.993836485,0.985261413,0.956706345,43.74731043,19.61178007,10.00105286,7.384399414,9.651125908,0.985830984,0.839062168,0.996232094,98.22682869,0.030602341,0.997493688
3PLS_A,0.0985740281723937,0.0802389724801318,-0.274254276064632,0.346213900000152,0.249400704411662,-0.0147094192964339,0.460479318094023,0.432558564822324,-0.292593136221087,-0.338640302776206,-0.0621911777236492,0.092292757619981,-0.0208014059427499,0.0748638660716305,di,co,0.993,test,co-di,0.916965245,0.894551985,0.327600398,89.93572433,63.80475528,10.35289192,15.4448967,12.94500351,0.321493415,0.16308467,0.970566654,96.03572626,0.016608517,0.918146776
3POO_A,0.146380162205151,0.137365125472979,0.090134354679299,-0.118588309280347,-0.110024509651783,-0.054956240200881,-0.127681647294725,-0.155765792910599,0.0874995190410389,0.153403164757246,0.0172827510894603,-0.0132117153144296,-0.00729260637008145,0.119672285241969,di,ci,0.9995,test,ci-di,0.998221545,0.994680841,0.985383024,34.55273271,20.25299481,9.567947388,7.365285397,7.843932152,0.997875396,0.99397417,0.998735919,93.57072046,0.019676649,0.997245172
3POZ_A,0.0719653019872039,0.0359303728005891,-0.331147195668435,0.349034307023016,0.364943735738559,-0.0302562533382034,0.429716355854298,0.373152098796157,-0.349711739705055,-0.28325338992053,-0.0568641159790905,0.0625366782236491,-0.0145098123360331,0.0490713983136429,di,co,0.9975,test,co-di,0.871738274,0.816889318,0.224899131,90.2717868,77.80517102,10.04967785,15.02230358,12.42991924,0.219849793,0.256613814,0.972454813,95.34050542,0.01803747,0.87261643
3PP0_A,0.128516023805126,0.111567609956552,-0.026457689013102,0.0771775964917176,0.0415183665933945,-0.109440010974192,0.126404732007041,0.0666226337762012,0.00264087972928919,0.00747071430581139,-0.0119710901917541,0.119602495364124,-0.0307709730457279,0.0882509048456303,di,co,0.477,test,co-di,0.967857789,0.949463798,0.77491482,57.87900204,38.61553252,8.505335808,10.85568905,9.772152901,0.846867862,0.747545249,0.988366994,96.67379079,0.014344219,0.941778346
3PP1_A,0.00692418951431069,0.0401241341603583,-0.552159470606429,0.544674965269228,0.502870370030615,-0.0257385504459356,0.545502560570584,0.581851427699889,-0.496452589696846,-0.722044311521566,-0.0148320175044556,-0.204304627832657,-0.0290460862732587,0.0725194057847708,di,co,0.9665,test,co-di,0.761187604,0.824240006,-0.174065113,113.5831324,94.51782084,10.13778782,16.61286736,14.23944855,-0.041278291,-0.484350742,0.987352948,89.10602693,0.014735977,0.9140082
3PPJ_A,0.13943662103901,0.133356090853666,0.0860758716033607,-0.160806752022087,-0.113595299374582,-0.0710370425514395,-0.101636872436574,-0.0767700038879967,0.0846191323098874,0.111120056153018,0.0181638146610176,0.0586033031034909,0.0164508128604991,0.105508437399188,di,ci,0.996,test,ci-di,0.986419577,0.987653936,0.978056781,29.522241,19.82032016,9.254319191,7.723064423,8.528865814,0.992749694,0.922572773,0.999048209,95.24860607,0.025069278,0.972242334
3PPK_A,0.131549517022643,0.136456694586946,0.0784179835472159,-0.12994450640141,-0.148220398752062,-0.0591803095330503,-0.0660219097584297,-0.102673006970774,0.0790066523174096,0.102120835746372,0.0111724063659442,0.0346238124177925,0.0266178253823955,0.113874217107854,di,ci,0.999,test,ci-di,0.973013831,0.993088573,0.964233008,33.19959764,15.6247769,9.485564232,8.212309837,8.304273605,0.982762181,0.907376234,0.996570128,94.68834941,0.02737842,0.987010089
3PPZ_A,0.117506535824571,0.136869279861616,0.0850979159852217,-0.0858857853540452,-0.102481737347966,-0.0276312035185226,-0.0965678889070279,-0.00572972391277959,0.0863855245548631,0.0748888377142995,0.0148003687946914,0.050470552102215,0.00389303501091744,0.117715282318879,di,ci,1,test,ci-di,0.949144913,0.993811739,0.976291407,38.44936567,21.16695688,10.1008749,7.79269743,9.144821167,0.995893022,0.861390904,0.997856047,95.05859253,0.022217143,0.993790558
3PRF_A,0.0636403759785622,0.135764820107688,0.0752322946750002,-0.129753324729749,-0.121793278430399,-0.020598227281272,-0.119376492458814,-0.123825846566504,0.0776607232052408,0.107373081512621,0.017353565702948,0.0415382802420367,0.0148598899252436,0.095551532842647,di,ci,0.999,test,ci-di,0.85758836,0.991875878,0.958482305,33.22237768,18.82696631,10.23804092,7.479373932,8.120867729,0.980367075,0.916245442,0.998761019,94.84989899,0.024707946,0.954665834
3PRI_A,0.146367903603557,0.138583202701352,0.0654761075121586,-0.143355340669929,-0.123176807704256,-0.0503365845996778,-0.190715169641694,-0.196916021072462,0.0680160905459574,0.120324058412473,0.0185872211597894,0.0324851313570146,0.0114495314947053,0.11572858797608,di,ci,1,test,ci-di,0.998200709,0.996815847,0.94087075,31.60164456,18.65932327,9.658045769,6.499389172,7.487138748,0.963204271,0.938115117,0.999198284,94.63838128,0.023933382,0.990283531
3PSB_A,0.136326400954067,0.136862037029318,0.0826383108564856,-0.139811538720324,-0.126841718213719,-0.0616526015683161,-0.0810270118460748,-0.0415021822614394,0.0834004252394238,0.101964134295556,0.0157898548999673,0.0342823254171096,0.0188092121799232,0.113307007493754,di,ci,1,test,ci-di,0.981133122,0.993799044,0.971851407,32.02390235,18.21524395,9.437346458,8.006183624,8.834655762,0.990580982,0.90711162,0.998206767,94.68037091,0.02560492,0.986008818
3PSC_A,0.0775655119848272,0.137387378854137,0.0469978115647941,-0.081132296593462,-0.156888276702056,-0.0219390154032868,-0.11452476944481,-0.156051823423507,0.0474432163376,0.118699383663874,0.00380906617859649,-0.0644054840353841,0.000599363282996492,0.114014844187069,di,ci,0.99,test,ci-di,0.881256976,0.994719846,0.907514325,39.01576235,14.57448513,10.21189117,7.546022415,7.841452122,0.926594457,0.935371609,0.993960217,92.37462959,0.021469081,0.987258332
3PSD_A,0.140883940284565,0.134544052847469,0.0852500497639805,-0.145934127298845,-0.135445137445991,-0.0758190889893512,-0.102139775492135,-0.0638851566262811,0.0857239518432157,0.0954676939092981,0.0151770178994661,0.0766352210371437,0.0144369391539762,0.118412067366475,di,ci,1,test,ci-di,0.988879592,0.989736157,0.976566034,31.2943721,17.17276268,9.161053658,7.716156006,8.640583992,0.994715741,0.896141402,0.997989549,95.66990368,0.024611885,0.995020563
3PTG_A,0.0800961095448787,-0.1119328364693,0.0972200338830922,-0.193851882050264,0.0699857065519096,0.0634792116738301,-0.15042252835108,-0.11529398677951,0.0832254869242959,0.120884013797097,0.011855222875328,-0.0969182347395951,-0.0385195653769422,0.0336286520341263,di,ci,0.9605,test,ci-di,0.885558244,0.557719512,0.998173864,25.58478519,42.06493652,11.87782574,7.052892208,8.194843292,0.990269676,0.939060686,0.99681215,91.6150019,0.012584351,0.845356007
3PUP_A,0.145157469066882,0.140095205988398,0.0854172685668972,-0.115143684788861,-0.125074691384069,-0.0644580857649473,-0.158796169382117,-0.0844154495760216,0.0852809073234289,0.114422699682527,0.0115741452857685,0.131500859068077,0.0113794851302068,0.118464480117784,di,ci,0.999,test,ci-di,0.996143328,0.999466037,0.976867892,34.96317312,18.42935561,9.382630348,6.937862873,8.462575912,0.993927335,0.928149784,0.996712523,96.95178408,0.023917473,0.995113085
3PVB_A,0.122215480298505,0.116848788306451,0.0929296648860609,-0.130875782664331,-0.114149190523949,-0.0701592224318053,-0.158938279037755,-0.192712400846105,0.0861590695004519,0.155110357463936,0.0169557878874002,0.0302901277326042,-0.00558971228041257,0.111963380821679,di,ci,1,test,ci-di,0.957148727,0.958720475,0.990429028,33.08863245,19.75320485,9.271439552,6.935910702,7.523586273,0.995490041,0.996857022,0.998620028,94.58709723,0.020063412,0.983636971
3PVG_A,0.124306434373167,0.137553453946425,0.0946775960119949,-0.154991142509037,-0.0947459945175066,-0.0495548983179915,-0.11114634958861,-0.0659985157160548,0.0862486229294748,0.131260979245075,0.0178438059618359,0.0178166307532439,0.014001941940238,0.119091282172457,di,ci,0.996,test,ci-di,0.960702731,0.995010937,0.993584337,30.2151935,22.1043013,9.673291206,7.592432022,8.622260094,0.995649403,0.956583755,0.998934783,94.29566653,0.024513088,0.996219552
3PVU_A,0.104112220918499,0.13676207168044,0.0549720253372037,-0.0815988594534343,-0.152927013142398,-0.0249338329983296,-0.124308225955307,-0.137648693482847,0.0560389406495382,0.112519327849927,0.0084357065058763,-0.0309017049700949,0.0069755637751369,0.115686262138692,di,ci,0.996,test,ci-di,0.926378536,0.993623828,0.921909119,38.96016957,15.05447372,10.15348244,7.411626339,8.001016617,0.941890709,0.924935654,0.995600114,93.15741166,0.02291725,0.990208815
3PVW_A,0.0548402044131997,0.131934763605102,0.0654647717239268,-0.0762873164015859,-0.13471850840456,-0.00733880066925891,-0.119988112544622,-0.087886202522085,0.059866513278132,0.111556204991063,-0.000726209190787572,0.016903862986388,0.00463196713831033,0.11811703674732,di,ci,0.9945,test,ci-di,0.842630669,0.98516268,0.940850287,39.59306059,17.26080874,10.49664307,7.470972061,8.432482719,0.948701946,0.923309276,0.992352704,94.27434063,0.02238497,0.994499758
3PWD_A,0.135371066057417,0.138908034744148,0.0948421458109678,-0.176844344160483,-0.0946139813635287,-0.0366089094343378,-0.0727581306709997,-0.0530572433901456,0.0858481444140567,0.127058826963474,0.0196340332463983,0.00755684182069966,0.0114010551308151,0.119651028286,di,ci,0.9995,test,ci-di,0.979509335,0.997385202,0.993881377,27.6112995,22.12029741,9.925780296,8.119773865,8.734467506,0.994936744,0.949487788,0.999569323,94.05595689,0.023922372,0.997207648
3PWY_A,0.142327693616113,0.13645417742459,0.0969149038018841,-0.114857657536095,-0.0537323523018468,0.0267943785449139,-0.154642081999342,-0.231554146530043,0.0850948761211076,0.13597165886594,0.0131798680572529,0.0089239450197886,-0.0156839089888652,0.121102414310361,di,ci,0.9965,test,ci-di,0.991333546,0.993084161,0.997623053,34.99725438,27.07394798,11.16235161,6.994927883,7.186808586,0.993596289,0.964538447,0.997281666,94.08789788,0.017770808,0.999769718
3PXF_A,0.10353902656989,0.0741320610418879,-0.340203186431777,0.501227813257507,0.385119098739211,-0.0160638989700781,0.626394138924027,0.551912429391773,-0.320572566557207,-0.285321396165299,-0.0629727961359947,0.00455886330455442,0.13140750808677,0.0810246280428869,di,co,0.991,test,co-di,0.925404275,0.88384799,0.208551548,108.4062352,80.24983139,10.32647514,17.72408104,13.97986221,0.271703496,0.253121674,0.970289612,93.98591214,0.051178357,0.929022107
3PXK_A,0.106461244561236,0.138695489708297,0.0282473913319815,0.0132147085136926,-0.148002154350497,0.0195173514125196,-0.12268545422449,-0.153388511353771,0.0467347938789763,-0.00214752521338378,0.0138962439223115,-0.259554543922577,0.00342409553657713,0.0974520584515062,di,ci,0.9435,test,ci-di,0.930371182,0.99701266,0.87366667,50.25757508,15.6512217,11.0204258,7.433918476,7.864544392,0.925333806,0.731303403,0.997535583,87.81516826,0.022110637,0.958020751
3PXQ_A,0.11208352663111,0.0851541461810402,-0.334454254420487,0.493741748848618,0.372712156716699,-0.020148999489033,0.607732854065182,0.556658523567326,-0.327726756691571,-0.291764996728065,-0.0630429844210284,-0.0195147418576661,0.152198624294709,0.0895281162763195,di,co,0.968,test,co-di,0.9399274,0.903167141,0.218929335,107.5142415,78.74647507,10.24680233,17.46772957,14.02101326,0.258972481,0.242240684,0.970264734,93.42345659,0.055900456,0.944032953
3PXR_A,-0.00648451259868149,0.00987929710739351,-0.481039193369081,0.508919296053205,0.371561735931456,-0.0191029209519174,0.500279955374165,0.438316462397499,-0.428035830030937,-0.495517261183326,0.00943266059051079,0.0749710273575279,0.0392912508408727,0.0176786154455849,di,co,0.978,test,co-di,0.738396773,0.771227843,-0.045681078,109.3227053,78.60707792,10.26720428,15.99164104,12.99492741,0.080470611,-0.101825701,0.995953481,95.63102147,0.030256821,0.817200086
3PXY_A,0.0712602070622571,0.0717959609361338,-0.628654299702253,0.603032160841088,0.539184109881434,-0.0765428798966195,0.539974792111009,0.42004339576247,-0.555277444444371,-0.693270035892469,-0.0203434511610228,0.0377826101890137,-0.00229602294073362,0.0542685161462459,di,co,0.918,test,co-di,0.870539821,0.87975335,-0.312151116,120.5366193,98.91797764,9.14693737,16.53693199,12.83649063,-0.145958219,-0.435761044,0.985399439,94.76215154,0.020811478,0.881790681
3PXZ_A,0.102638577685081,0.0757516370764619,-0.347765661751671,0.504762172880102,0.382870484039078,-0.0165316098186455,0.630015818207442,0.544948925481941,-0.32833368934747,-0.303496477426771,-0.0632446791109983,-0.0456923024244309,0.142806071219028,0.082421851996036,di,co,0.9675,test,co-di,0.923873778,0.88668673,0.194900011,108.8273679,79.97736545,10.31735325,17.77383232,13.91948509,0.257892433,0.222430312,0.970193244,92.81184424,0.05376721,0.931488567
3PY0_A,0.0528204497744998,0.0856465509478508,-0.46608274506939,0.466720538023287,0.352115380850077,-0.0681140071317742,0.434130989240924,0.445719268107208,-0.428142268362771,-0.476598135538146,0.0143232475777445,0.0223290930961836,0.00660938450577688,0.0711894451079469,di,co,0.968,test,co-di,0.839197683,0.904030212,-0.018682179,104.2945591,76.25075186,9.311327934,15.08294773,13.0591135,0.080281202,-0.069877908,0.997686933,94.40109567,0.022834083,0.911660477
3PY1_A,0.104299567015706,0.0763954344393646,-0.290419185422477,0.408835610790224,0.358489429080344,-0.0704816080965053,0.48302262004443,0.476109557131391,-0.200199957859968,-0.263480911903796,-0.0265213603611846,-0.031957438879571,0.167834378269068,0.0777075413581841,di,co,0.9685,test,co-di,0.926696969,0.887815157,0.298420024,97.39734481,77.02309896,9.265151978,15.75457573,13.32261276,0.485908802,0.290002621,0.9832097,93.1327455,0.059451664,0.923166595
3PY3_A,0.124674943139726,0.136746839767348,0.0894058240718884,-0.0440979669059702,-0.0549237728094239,0.0627508732209784,0.0488692187508966,-0.0251275537579657,0.0851724049503248,0.113015282428482,0.0147911205754479,-0.139678605651757,0.0179831855062895,0.114747395688907,di,ci,0.9685,test,ci-di,0.961329087,0.99359713,0.984067904,43.42854682,26.92958287,11.86362076,9.790577888,8.976632118,0.993734253,0.925773148,0.997852769,90.61594888,0.025417312,0.988551474
3PYY_A,-0.885029189633233,-0.906234210908397,0.0829002371980563,-0.0748797360105429,-0.0768760419357769,0.0735247558647296,-0.139912694865251,0.0938997488811773,0.0840095815303089,0.0573851013689778,0.0183367828810854,0.134049889929596,-0.020484433925237,-0.818745188673772,do,ci,0.999,test,ci-do,-0.754869547,-0.834506006,0.972324228,39.76077927,24.26961376,12.07374668,7.197266579,10.00865936,0.991664987,0.831833209,0.999109517,97.01133962,0.016680508,-0.65930327
3PZE_A,0.0976307065405716,-0.0718183558695623,0.0914123610724694,-0.151633864640837,-0.00565364525537612,0.0747848621233508,-0.116339219170902,-0.258371006392847,0.0857788886084088,0.146253768101887,0.00647389908052206,-0.221652297154068,-0.0369928637172272,0.0900204563581573,di,ci,0.9745,test,ci-di,0.915361877,0.628030864,0.98769004,30.61522622,32.89967264,12.09832287,7.521097183,6.954292774,0.994813502,0.981901337,0.994904758,88.7007161,0.012931097,0.94490206
3PZH_A,0.134624629828151,0.136857584641507,0.0907905463055992,-0.162310117115899,-0.110969034495299,-0.0594807399540841,-0.114761780889839,-0.0792422622270765,0.0847917497727301,0.137347944161846,0.017422272805827,0.0296396545965604,0.00840038581777149,0.118145971336916,di,ci,0.9985,test,ci-di,0.978240614,0.99379124,0.98656756,29.3431092,20.13854619,9.479704857,7.542766571,8.507430077,0.99305687,0.966862512,0.998785372,94.57189958,0.023240857,0.994550835
3Q04_A,0.103369599470032,0.134099203165382,0.0966457997342654,-0.15311359987259,-0.106198965178783,-0.0416464977647296,-0.00837251837923321,-0.0556006656059882,0.0850522055940936,0.127329249393178,0.0154729778430555,0.18233195220156,0.0138065835146425,0.114416267219091,di,ci,0.9845,test,ci-di,0.925116299,0.988956439,0.997137275,30.43891001,20.71653824,9.827530861,9.004243851,8.712414742,0.993520356,0.949944437,0.998094451,98.1394014,0.024468718,0.987966947
3Q32_A,0.0820030498663266,0.139904981655817,0.0622622943848121,-0.0358365379706398,-0.0603754675852448,-0.0668757584921541,-0.141271657743326,0.00626584944077205,0.0751646493823194,0.0569775268255838,0.00423330496067418,0.107471171055905,0.0298765377706899,0.100078526894462,di,ci,1,training,ci-di,0.888799479,0.999132618,0.935069278,44.41292822,26.26899787,9.335477829,7.178598404,9.248828888,0.975925265,0.831144958,0.994110587,96.39035461,0.028118542,0.962657144
3Q4C_A,0.146612821473608,0.140292989795414,0.0918681713279639,-0.133725651754952,-0.107561817815884,-0.0250175958838458,-0.119041941181001,0.00271777311762836,0.0866659110464439,0.101240837839135,0.0144820500538158,0.189171222264166,0.00241539530604611,0.119937640303123,di,ci,0.999,test,ci-di,0.998616997,0.999812706,0.988512854,32.74905946,20.5514006,10.15184879,7.483969688,9.218065262,0.996391975,0.905890225,0.99774322,98.29919406,0.02188154,0.997713592
3Q4T_A,0.117358408898072,0.139640156435825,0.0408416293263829,-0.140538047855069,-0.123315454564385,-0.0371001894612252,-0.107650604173794,-0.234143324885672,0.0466775210888559,0.125089780207029,0.0191382011722142,-0.0452308068292165,-0.0016486587461131,0.11598995325094,di,ci,0.9955,test,ci-di,0.948893141,0.998668441,0.896401383,31.93733596,18.64252335,9.91619873,7.640453339,7.164359093,0.925231888,0.946162756,0.999393577,92.82262662,0.020958508,0.990744908
3Q4U_A,0.144321458442688,0.128523366771475,0.04794512017065,-0.0690008323829771,-0.192114973942506,-0.0493734371387608,-0.0697450861217099,-0.208234217431985,0.0470872571637281,0.0742722826994045,-0.0279481478644922,-0.100480613348825,-0.00623606379894818,0.118898204387129,di,ci,0.997,test,ci-di,0.994722357,0.979183295,0.909224376,40.46127351,10.30604591,9.676830292,8.161164284,7.38900423,0.925961021,0.860349758,0.98270398,91.53177051,0.019916612,0.99587872
